text_1,text_2,label,explanation,human_explanation
A man in blue shirt talking with his friends in a bar.,A man is having drinks in a bar.,1,"A man in a blue shirt is spending time in a bar, which can include having drinks.",A man in a blue shirt talking with his friends is having drinks in a bar.
"A female speaker wearing a gray jacket, a dark scoop necked top with a dark knee length skirt is presenting to a group using a computer to present as well as a microphone at the podium.",The woman is standing in front of people.,0,"The speaker, dressed in a gray jacket, dark scoop necked top, and dark knee length skirt, is using a podium with a microphone to present to a group, indicating she is standing in front of people.",A female speaker is a woman. Someone who is presenting to a group is standing in front of people.
"A blond woman is singing into a microphone and giving the ""okay"" symbol with her left hand.",A young woman is singing.,1,"The woman singing is young, as suggested by the use of the term ""young woman"" in the hypothesis.",Not all blond women who sing are young.
Two young men are posing for the camera.,two men posing for a photo to put on facebook,1,"If two young men are posing for the camera, they could be preparing to upload the photo to Facebook.",posing for a camera does not specifically mean the photo will be uploaded to Facebook
two beautiful women stand next to a fountain which is giving off a light mist.,An old woman feed the pigeons in town.,2,The presence of two beautiful women near a fountain does not preclude the possibility of an old woman feeding pigeons elsewhere in the town.,There cannot be both a number of two women then later saying that there is one women.
Two young girls ride a camel near water.,The girls had fun.,1,Riding a camel near water can be a source of amusement for young girls.,Just because two girls are riding a camel does not infer that they had fun.
A young man in a tan hat and a green shirt peers over a waist high wall separating the kitchen and living area of a home.,He is standing inside the house.,0,"If the young man is peering over the wall, he is likely within the house.","He peers over the wall that is waist high, so he must be standing."
Several bicyclists are riding though a wooded area.,Bicyclists riding their bikes in a race.,1,The bicyclists could be riding in a leisurely competition through the wooded area.,Bicyclists can ride without being in a race.
Small blond boy throwing a fit.,Small blond boy throwing a fit because he didn't get the toy.,1,"The small blond boy's fit is likely due to not receiving a desired object, such as a toy.",It cannot be inferred that the blond boy was throwing a fit because he didn't get the toy.
Two men are standing on a street and one of them is about to throw a dart.,Two men are in a bar.,2,"While it's not certain that the men are in a bar, it's also not ruled out that they could be, and the act of throwing a dart is not incompatible with being in a bar.",Men cannot be on a street and in a bar simultaneously.
Two children in their pajamas one has a mask and hairnet like a surgical nurse and is standing over the older child who is laying down on the wood floor.,the children are wearing business suits,2,"The child wearing the mask and hairnet is not dressed in a business suit, nor is there any mention of the other child wearing a business suit.",The children wear either pajamas or business suits.
Two girls in white dresses holding hands and leaning on each another while standing on the shoreline of a calm sea.,The girls are standing next to the river.,2,"The shoreline of a calm sea is not the same as the bank of a river, as seas are large bodies of salt water and rivers are fresh water bodies that flow towards a sea or ocean.",One cannot be standing next to the river and the sea at the same time.
A young girl dressed in white with a pink scarf smiles as she poses next to a fire in a chimney.,A kid poses near a chimney on Christmas.,1,"The girl's smile and the fire in the chimney suggest a festive atmosphere, which is often associated with Christmas.",There is no mention of Christmas when the young girl posed in the first sentence.
"While seated outdoors, a man wearing a harlequin shirt and jeans puts white makeup around his eyes.",The man is sitting in his living room.,2,"The man is applying white makeup around his eyes for a theatrical performance, not for relaxing in his living room.",A living room is not outdoors.
A blond woman at the beach jumping around as she is enjoying her youth and freedom.,There is a blond woman at the beach,0,The blond woman at the beach is engaged in activities that indicate her enjoyment and freedom.,The beach is where the woman is at.
A woman playing the violin with posters in the background.,A woman is playing music.,0,"A woman is creating music by playing the violin, as indicated by the premise.",A violin makes music.
Two children walk along a path holding purple flowers.,A boy and a girl are gathering flowers.,1,"The children walking along the path could be a boy and a girl, each holding a purple flower.",Two children walk along a path holding purple flowers does not mean that two children are boy and a girl
Students are sitting in a classroom listening to six people who are teaching.,The students combined their powers pushing the moon away from the Earth by 6 inches.,2,"The six people teaching in the classroom have not combined their powers to push the moon away from the Earth by 6 inches, as there is no mention of this occurrence in the premise.","If one is listening, they are not pushing"
Man with a guitar drinking a canned drink.,man drinks beer,1,"If the man is drinking a canned drink and has a guitar, the drink could be beer.",Not all canned drinks are beer.
Two women sitting on a bench eating vanilla ice cream.,Two men are eating peanuts.,2,Eating ice cream and eating peanuts are unrelated actions that do not depend on the gender of the individuals involved.,There can only be two women or two men.
An aspirin added to the water would preserve the flowers.,The flowers are in water.,0,"If an aspirin preserves the flowers, it must be in a liquid medium, which is consistent with the hypothesis that the flowers are in water.",aspirin added to water refers that flowers are in water
A woman giving lecture using promethean board.,There are people eating worms.,2,The lecture being given using a Promethean board does not require the presence of people eating worms.,Eating worms is different that giving a lecture
People walking through the underpass of a bridge.,Monkeys stare through the bars at the zoo.,2,"Both situations involve entities observing something from behind a barrier, with people walking through the underpass of a bridge and monkeys staring through the bars at the zoo.",People are not monkeys.
A group of people sit in the snow overlooking a mountain scene.,People are doing cartwheels in the dry summer field.,2,"The presence of snow and a mountain scene suggests a cold environment, which contradicts the dry summer field mentioned in the hypothesis.",People can not sit while simultaneously be doing cartwheels.  A dry summer field can not be covered in snow.
"A young lady, wearing a dark colored leotard, is doing a flip on a balance beam.",A young lady is walking across the floor mat.,2,"If the young lady is doing a flip, she is not walking across the floor mat.",The young lady cannot be simultaneously walking across the floor mat and doing a flip on a balance beam.
Woman sitting in the shade with a fabric fan.,There is a woman sitting down,0,"The woman is sitting down in the shade, as indicated by the presence of a fabric fan.",Sitting refers to sitting down.
A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.,A group of people wait in line at an amusement park.,2,The presence of an adorable puppy being admired by two women and a young lady passing by with an umbrella is not indicative of a group of people waiting in line at an amusement park.,"There are either two women or a group of people, a group of people implies more than two."
Kids running in the field.,Kids play soccer in a field.,1,"The running kids could be playing a game that involves running in a field, such as soccer.",Just because the kids are running does not mean they are playing soccer.
A woman in a green shirt is opening a box.,the woman is asleep,2,"If a woman is opening a box, she is not asleep.",The woman cannot be opening a box while asleep.
Blond man wearing a red shirt with a camera in his hands.,A man is getting ready to take a picture of his famiy.,1,"With a camera in hand, a man wearing a red shirt and appearing as blond could be preparing to capture a family moment.",Not all men have a famiy.
An elderly man sits in a chair in an alleyway.,The man is sitting down.,0,"The man, being elderly, may need to rest, which is why he is sitting in the chair.",sits implies   sitting
A woman in a white shirt prepares a large meal of hamburgers.,A woman cooks.,0,"The woman in the white shirt is engaged in cooking a large meal, which includes hamburgers, indicating that she is cooking.",One cooks when one prepares a meal.
This has to be one of the best restaurant's on the east side!,The restaurant is on the east side.,0,The restaurant being one of the best on the east side implies its location on the east side.,If a restaurant's on the east side it is a restaurant on the east side.
People waiting in line for their favorite beverage.,People are waiting for hot food.,2,The beverage people are waiting for is not necessarily hot food.,one group is waiting in line for their favorite beverage while the other group is in line for hot food
Two men are sitting on a pile of fishing nets on a dock next to an elaborately designed fishing vessel.,The men do not have any nets.,2,The nets the men are sitting on are part of the fishing nets mentioned in the premise.,The men either have nets or do not.
A man is sweating on stage while holding a beer.,A man on stage has a beer in one hand and a guitar in the other.,1,"If a man is sweating on stage, it could be due to holding a guitar and performing, but the presence of a beer in the premise suggests that the man might not be holding a guitar in his other hand.",Just because A man is sweating on stage while holding a beer does not indicate that he has a beer in one hand and a guitar in the other.
two people on the top of a cliff,humans atop the cliff,0,"The two people on the cliff are humans, as only humans can be on top of a cliff.","People are humans, and ""atop"" means on the top of."
A lady holding a purse stands in an airport while a security guard watches behind her.,The lady was at home sleeping.,2,"If the lady is at the airport, it's not certain she was sleeping at home beforehand.","If a woman is at home sleeping, then she cannot be at the airport."
An Asian young woman is working with flower while surrounding by her peers.,The woman is working at home.,2,"The presence of peers in the premise does not necessarily indicate a public or workplace setting, allowing for the possibility of the woman working at home.",surrounding peers is not the same as home
A boy jumps off a tan rock.,A boy is trying to get home.,1,"The act of jumping off a rock may be an attempt to reach a distant location, but it doesn't necessarily indicate a specific destination such as home.",A boy is jumping on the  road
a rock climber climbs a large rock.,The person is climbing a rock.,0,"The person being referred to in both statements is the same individual, and the action of climbing a large rock is a type of climbing a rock.",a person is considered to be a rock climber.
A construction worker is driving heavy equipment at a work site.,The worker drove heavy equipment.,0,"The worker is currently operating heavy equipment, which implies they drove it to the work site.","A construction worker is a type of worker, and one must be driving in order to have drove."
A toddler is sitting while holding some corn in his hands.,A toddler is swimming,2,"A toddler cannot be both sitting and swimming at the same time, as holding corn in his hands suggests he is not in water.",Sitting and swimming are two different actions
The man and woman are drinking out of canning jars.,Man and woman drinking,0,The man and woman are consuming beverages from canning jars.,"""The man and woman"" refers to a specific couple."
A woman is drawing a caricature of a young boy.,The woman is looking at a boy.,1,"In order to draw a caricature of a young boy, the woman needs to look at her subject.",Just because a woman is drawing a caricature of a of a boy does not mean she is looking at a boy.
Two women and one young girl are together in a crowded area.,Three females near each other.,0,"The individuals in the crowded area consist of two women and a young girl, which aligns with the description of three females being near each other.",Three females together in a crowded area
A man is standing beside a ladder facing it with tree debris all around him.,the man is wearing a dress.,2,"The man's clothing is not specified in the premise, so it cannot be assumed that he is wearing a dress.",A man would not be wearing a dress standing beside a ladder as a dress is clothes that women wear.
A football player in a white jersey has his hand on a football player in a green jersey who is in the air.,Two football players in action.,0,"In the premise, a football player in a white jersey is in contact with a football player in a green jersey who is in the air, indicating that both players are actively engaged in a football-related action.","Two football players were mentioned, so there can be assumed to be two football players."
A young woman working in a factory.,Nobody is working,2,A young woman working in a factory does not imply that nobody else is working.,"If there is a woman, it is impossible for there to be nobody."
Boy falling off of a sheep while a man in a cowboy hat and sunglasses rushes over to help him.,A boy falls as his father helps him,1,"If the man in the cowboy hat and sunglasses is the boy's father, then a boy falls and his father rushes over to help him.",The man is not necessarily his father.
Two ladies moving about in an large theater or sports arena.,Two girls are trying to get upfront at a concert.,1,"If the setting is a concert, two ladies moving about in an large theater or sports arena could be trying to get upfront.",when two girls are at concert they are not necessarily needed to be in a theater
A cowboy is in an arena with horses and a cow.,The animals are aggressive,1,"While horses and cows are generally not aggressive toward humans, the presence of a cowboy in an arena with them could potentially cause stress or agitation, leading to unpredictable behavior.",The animals are not necessarily aggressive.
Two dogs are on a white carpet with one of the dogs showing its fangs.,Some animals on a carpet,0,"The hypothesis includes the presence of animals on a carpet, which is satisfied by the premise's mention of two dogs on a white carpet.",animals on a carpet  shows that dogs are on a white carpet
"Cute girl at a children's beauty shop sitting on a toy car having her hair blow-dried, while stylist is smiling and gentleman's arm is touching the car.",The girl does the stylist's hair,2,"If the girl is having her hair blow-dried at a children's beauty shop, it is likely that a stylist is doing her hair.",The girl can't have her hair blow dried while doing the stylist's hair.
A man in a gray shirt is holding a deck of cards.,The man is wearing gray.,0,The man is holding a deck of cards while wearing a gray shirt.,A man said to be in a gray shirt can be said to be wearing the color gray.
The rusty lock is attached to a chain.,The rusty lock was cut and hanging from teh chain,1,"If a lock is attached to a chain, it can still be hanging from the chain even if it was cut.","Just because a rusty lock is attached to a chain, it doesn't reveal any reason to infer that the lock was cut and is hanging."
Four people walk down a city sidewalk- three facing the camera one away.,People are on the sidewalk.,0,"The people in the premise are located on a city sidewalk, which aligns with the hypothesis that people are on the sidewalk.",people walk down a city sidewalk implies that they are on sidewalk.
"A man jogs down a city street, with a line attached to his back that vanishes out of the left side of the picture; a smiling cyclist rides past.",A man is jogging on sidewalk with a fishing line attached to his back; a cyclist rides past while laughing at him.,2,"The line attached to the man's back could be a fishing line, and the cyclist could be laughing at the man's unusual activity of jogging with a fishing line.",A CITY STREET IS NOT A SIDEWALK.
A lady sitting in a log cabin by herself.,A woman sits alone.,0,"The person referred to in both statements is the same, and the setting described is the same.",A woman by herself is alone.
A man writes a note while sitting next to a crate and a bike.,The man on a treadmill at the gym.,2,"If the man is writing a note, he is not on a treadmill at the gym.",One cannot be sitting and on a treadmill at the same time.
A young man who is running as part of a competition team.,A young man is moving fast.,0,The young man is moving fast as part of the competition team's running activities.,a man who is running is obviously moving fast
Costumed kids on a jungle gym.,Kids are at an outdoor haloween party.,1,The presence of costumes on a jungle gym suggests an outdoor Halloween-themed event.,We don't know that the kids are at a haloween party.
The girl eating spaghetti is wearing a red jacket.,The girl in red is having dinner,0,"The girl wearing a red jacket, who is eating spaghetti, is having a meal, which can be referred to as having dinner.",Spaghetti is for dinner.
two young females on an amusement ride.,the females on amusement ride,0,"The females in the premise are also referred to as females in the hypothesis, and they are both on an amusement ride.",Young females are females of younger ages.
A girl with dreadlocks tries to hit a ball on a waterlogged put-put course.,A girl is playing alone.,1,"The premise does not mention anyone else being present on the put-put course, so it's plausible that the girl is playing alone.",Playing put-put doesn't imply she's alone.
3 men in t-shirt and shorts sitting on the grass eating food.,The 3 men are outside in their t-shirts.,0,The men are wearing t-shirts and shorts while eating food outside on the grass.,"If someone is sitting on grass, they are probably outside."
"three dogs are running through the snow, one of them throwing up so much snow that he can hardly be seen.",There are dogs outside.,0,"The dogs outside are running through the snow, one of them kicking up so much snow that it obscures its visibility.",dogs are running through the snow means they are outside
A bike rider in the air above a ramp.,A bike rider standing at the opening gate.,2,The bike rider in the air above the ramp must have started at the opening gate.,A bike rider is either in the air above a ramp or standing at the gate.
"Three people, smiling while playing cards.",Three people are grinning.,0,"The people in the premise are exhibiting happiness through their smiles while engaged in playing cards, which is consistent with the hypothesis that they are grinning.",Smiling is the same action as grinning.
A group of children in red t-shirts with white hearts printed on them sit beside a large bus parked in front of a Toys R Us store.,A group of boys and girls sit next to a school bus.,1,"The children sitting next to the bus are not necessarily waiting for a school trip, as their red t-shirts with white hearts could be part of a uniform for a daycare or a children's club, which aligns with the hypothesis of a group of boys and girls sitting next to a bus.",Not a group of children are a group of boys and girls.
Motorcyclist on motorcycle racing around track.,A motorcyclist racing around a track.,0,"The motorcyclist in the premise is engaged in racing around a track, just as stated in the hypothesis.",There is a motorcyclist racing around
A man wearing a mask is cutting a hole in a roof and there is an orange crane next to him.,A man is working for a construction company.,1,A man wearing a mask while cutting a hole in a roof and next to an orange crane could be employed by a construction company.,A man can cut a whole in the roof an not work for a construction company.
A football player charges down the field after a member of the opposite team.,Some people playing basketball.,2,"The premise does not provide information about a basketball game or players, making it unrelated to the hypothesis.",football and basketball are different sports
"A woman in a black top stands with another man, displaying a group of patterned dresses on hangars.",Two people view dresses hanging from multiple hangars.,0,"In the premise, a woman and another man are viewing dresses on hangers, which matches the hypothesis of two people viewing dresses hanging from multiple hangars.","Man and woman are two people, both of which are near dresses."
A man is hammering an anvil.,An office worker seen at work.,2,"Although the man is hammering an anvil, this does not necessarily exclude him from being an office worker, as people can have hobbies outside of their professional work.","An anvil is not a normal piece of office equipment, so anyone hammering on one is not a normal office worker."
An elderly man stands on a ladder tending the leaves of a tree.,An elderly man tends to a tree.,0,The elderly man is performing maintenance on a tree while standing on a ladder.,"""An elderly man tends to a tree"" is a less descriptive version of saying he is on a ladder tending the leaves of the tree."
A bike riding couple dressed in bike gear and helmets take a minute to site on a bench to talk and park their bikes.,A couple is watching tv,2,"If the couple is taking a break from bike riding and sitting on a bench, they are not watching TV.",The couple can either be watching tv or be on a bench where they can't watch tv.
A man and woman are sitting at a table with a Jenga game in front of them and a few beer bottles.,A man and woman are swimming.,2,"If the man and woman are playing Jenga, they are not swimming.","The man and a woman cannot be swimming, and at the same time be sitting at a table with a Jenga game."
A baby eats and has food on his face.,Baby fell asleep while eating food,1,"If a baby has food on his face, it's possible he fell asleep while eating.",Eats does not imply the baby fell asleep.
The man writes something on the chalkboard to teach the girl who is standing next to him.,The man is teaching the pupil by writing.,1,The man's action of writing on the chalkboard is a method of teaching the girl standing next to him.,You can not infer he is teaching.
Group of children playing soccer with body of water in the background.,It's a sunny day.,1,"The presence of a body of water in the background of children playing soccer suggests good weather, which is often associated with a sunny day.",Not all days are a sunny day.
People are gathering under colored lights in a large tent.,People are meeting in a tent.,1,"The colored lights in the tent suggest a planned gathering, which aligns with the hypothesis of people meeting in a tent.",Gathering at a location does not mean the same as meeting.
A man with a black hat is walking with a riffle.,The hat is blue,2,"If the man is walking with a rifle, his hat color is unrelated to the rifle.",Black and blue are different.
A boy is standing next to a car in front of a clothesline.,The kid is in a movie theater.,2,"If the boy is standing next to a car in front of a clothesline, he is not in a movie theater.",boy and kid have different ages
People are sitting outside of a building.,People on the outside of a building.,0,The people outside the building are on the outside of the building.,"if people are sitting outside of a building, they must be outside of a building."
A man in a brown button up shirt is heating a material in a work station.,There is a man quitting his job,2,"If the man is heating a material at a work station, it does not necessarily mean he is quitting his job.","One sentence explains that a man is working at a work station. While the other sentence explains that he is quitting his current job,"
A man wearing a blue suit is standing on a roof with a mop and bucket.,The man is wearing blue.,0,"The man wearing a suit, who is standing on the roof with a mop and bucket, is wearing blue.",A man wearing blue is definitely same as a man wearing blue.
Friends talking outside of a local bar.,People talking to each other.,1,"In the premise, friends are talking outside a local bar, which matches the hypothesis of people talking to each other.",People can talk around each other without speaking to each other.
A bird eating.,The bird was flying.,2,"The act of eating does not require flying, as birds can eat while perched or on the ground.",The bird cannot simultaneously be eating and flying
A dog runs in a field.,The dog is sleeping.,2,A dog cannot run while sleeping.,the dog cannot run while sleeping.
Four guys playing soccer on the pavement.,four guys at soccer practice,1,The pavement can also serve as a makeshift soccer practice area.,Playing does not imply it being at soccer practice.
A young women with long blond-hair is planting in a garden.,A short haired woman picking berries.,2,"The woman in the garden could be of any height and hair length, including short hair, and still be picking berries.",A woman can't have long and short hair. Planting and picking are different acts.
A man in a hat is steering a boat while a passenger reads the paper.,A passenger assists a man in steering a boat.,2,"While one man steers the boat, another man is occupied with reading the paper, providing no assistance in steering.",A passenger can not assists a man while he reads the paper.
A baseball player is on the field in fronmt of an audience.,Fans crowd around the player to get his autograph.,2,The presence of an audience in front of a baseball player suggests the possibility of fans seeking autographs.,Fans can not crowd around a player when he is on the field.
A group of male and female cheerleaders in black and yellow uniforms have thrown a female cheerleader in the air and are waiting to catch her.,A girl is in the air over some cheerleaders.,0,The cheerleaders in black and yellow uniforms are catching a female cheerleader who was thrown in the air.,Female is a girl.
A man is playing shot put with a skirt.,A woman throws a discus.,2,"If the person wearing a skirt is a man, then he is not a woman throwing a discus.",It can't be both a man and a shot put and a woman with a discus at once.
A man watching as one woman in a brown coat is talking to another woman in a gray coat.,Two women sunbathe on the beach,2,"The color of a person's coat is not indicative of where they are or what they are doing, so watching a woman in a brown coat talking to another woman in a gray coat does not imply that two women are sunbathing on the beach.",Two woman cannot be in coats and sunbathe on the beach.
"A crane, with the letters ""LIEBHERR"" on it, seems to be demolishing a dark gray building with graffiti on it.",The crane is idle with noone controlling it.,2,"The presence of letters ""LIEBHERR"" on the crane suggests that it is being used for a purpose, but the hypothesis states that it is idle, which contradicts the evidence of the crane's apparent use in demolishing the building.",A crane demolishing is not idle.
Three construction workers working on the street.,Three men are building a scaffolding on the street.,1,"The construction workers being referred to in the premise could be engaged in building a scaffolding on the street, which is what's described in the hypothesis.",Not  all construction workers working on the street are building a scaffolding.
A cyclist in a blue jersey is being cheered by a crowd laced with French flags as he pedals away from other riders.,A cyclist pedaling away from the crowd during the tour de france.,1,"The cyclist is wearing a blue jersey and there is a crowd with French flags, suggesting the Tour de France.","A cyclist surrounded by French flags does not directly imply the tour de france, he could be racing in any other race."
A group of people are walking down the sidewalk of a big city.,A lot of people are in the city.,0,The presence of a group of people walking on a city sidewalk suggests that there are many people in the city.,group of people walking implies that a lot of people are in the city.
A woman is playing tennis.,I women is winning a game.,1,"The woman participating in the tennis game could be winning or losing, the hypothesis does not specify a win or loss.",Not all women playing tennis are winning.
"Two men operate a cement truck in the daytime, wearing white t-shirts and blue jeans, and one of them talking on a mobile phone.",Two men are working outdoors during the daytime.,0,"The two men are working outside during the daytime, as indicated by their white t-shirts and blue jeans, and one of them can be seen talking on a mobile phone while operating a cement truck.",Operate is a type of working and a cement truck is found outdoors.
Several people are waiting for something to arrive.,A woman by herself,2,The presence of multiple people waiting does not exclude the possibility of a woman waiting by herself.,There can either be several people or a single woman.
Small brown dog jumping out of the water.,A brown puppy wants out of the water.,1,"The small brown dog and the brown puppy refer to the same entity, and the dog is trying to get out of the water.",The dog might not be a puppy.
A guy wearing protective gear is welding a steel beam.,The guy is woodworking.,2,"Even though the person is wearing protective gear, it doesn't necessarily mean they are working with wood.",Woodworking and welding are two very different skills.
A large group of people waiting at a train station.,People are waiting at an airport.,2,"While train stations can have platforms for boarding trains, airport terminals have similar areas for boarding planes, so people waiting at a train station could also be waiting at an airport.",Train station is not an airport
A dog is playing catch on the grassy plain,A dog is playing by himself indoors.,2,"The grassy plain mentioned in the premise is not an indoor location, which contradicts the hypothesis of the dog playing by itself indoors.",the dog cannot be playing on the grassy plain and indoors simultaneously
two men playing soccer on a wet field,Two men are playing soccer inside the house.,2,"If the soccer field is wet, then the men are not playing soccer inside the house.",The two men cannot be palying soccer on a wet field and inside the house.
A family walking down the street with luggage.,A family is going on vacation.,1,A family carrying luggage while walking down the street might be heading to a vacation spot.,not every family has luggage.
Two people kneel on the snow and raise their arms with mountains behind them.,Two people in the snow.,0,"The people in the premise are in a snowy environment, which matches the hypothesis of two people in the snow.",If they are kneeling on the snow suggests they are in the snow
Toddler standing near a pole with an orange life jacket at his feet.,A grown man wades into some water.,2,"If the toddler is near a pole with a life jacket, it suggests a water-related activity, and a grown man wading into water could be part of that activity.",A toddler is not a man.
A woman is singing into a microphone while sitting and playing an instrument.,A woman is singing a song,0,A woman can be singing a song while sitting and playing an instrument.,"A woman is singing into a microphone, and, by definition, one can only be singing a song."
"A cook prepares food at the counter in a store called ""Frank's Burgers"".",The cook is preparing food for customers.,1,The counter in Frank's Burgers is where customers receive their food.,A cook is not necessarily preparing food for customers.
"Person in a black hat, jacket, pants and shoes sitting on concrete curb against a brick background.",A man is sitting on the curb.,0,The person wearing a black jacket and pants and wearing black shoes while sitting on the curb is a man.,A person sitting is a man sitting on the curb.
The lake looks very shallow.,The water is very shallow.,0,The lake's appearance suggests a low water depth.,Lake implies water.
Muslim walking in procession.,Muslim running down the sidewalk pell mell,2,"The act of walking in a procession does not require running down the sidewalk quickly, so the two actions are not necessarily connected.",Walking and running are two different movement paces.  A procession is not pell mell.
"Young man with a black shirt on, riding a blue bike with a baby sitting in front of him.",Nobody is riding,2,"If the baby is sitting in front of the young man, then the young man is not riding the blue bike.",One cannot be riding and not be riding simultaneously.
A man wearing a reflective vest and a hard hat holds a flag in the road,A cat chases a mouse.,2,The man in the reflective vest and hard hat might be directing traffic away from a construction site where a cat could be chasing a mouse.,It's either a man or a cat.
A red metal sculpture is surrounded by a large number of people.,No one is near the red sculpture.,2,The presence of a large number of people around the red metal sculpture contradicts the hypothesis that no one is near the sculpture.,A sculpture cannot both have no one near it and also be surrounded by people. There either are are or not people around the sculpture.
An artist in a straw hat paints a beautiful cityscape out on a city street.,A person outside is painting.,0,"The person wearing the straw hat and painting the cityscape is outside, thus the hypothesis is correct.","A man painting a cityscape, is painting."
A black dog leaps over a log.,He jumped high.,1,"The height of the log doesn't affect whether a dog leaps over it or not, so the hypothesis about jumping high can't be entailed from the premise.",A black dog leaps over a log does not necessary that he jumped high.
A girl wearing a colorful hat sits on a woven mat.,"A woman is sitting on a mat, mediating.",1,"The girl wearing a colorful hat, if a woman, could be sitting in meditation on the mat.",Not all people that sit on mats use them for mediating.
Group of teen males picking up garbage.,A group of teen male workers taking garbage outside.,0,The group of teen males are picking up garbage as part of their work duties.,"Teen males could be picking up garbage outside, thus taking garbage outside."
A man dressed for cooler weather blows leaves.,A man for cooler weather.,0,"The man dressed for cooler weather is performing an outdoor activity, which is blowing leaves.",man dressed for cooler weather is same as man for cooler weather
Local villagers going home after a day of harvesting crops.,Villagers returning from harvest.,0,"The local villagers, after finishing their harvest, are returning to their homes.",Villagers going home after a day of harvesting crops suggests that they are returning from harvest.
A young girl whips her hair over her head in a public pool,A girl is in a public pool.,0,"The premise mentions a girl in a public pool, and the hypothesis is about a girl in a public pool, so the hypothesis is a description of an occurrence within the premise.",the girl whips her hair over her head at the public pool
