text_1,text_2,label,explanation,human_explanation
Local villagers going home after a day of harvesting crops.,Villagers returning from harvest.,0,"The act of returning home after harvesting crops aligns with the description of villagers going back from their harvest.  
",Villagers going home after a day of harvesting crops suggests that they are returning from harvest.
A young girl whips her hair over her head in a public pool,A girl is in a public pool.,0,"The action of whipping hair over her head takes place within the context of a public pool.  
",the girl whips her hair over her head at the public pool
A boy wearing a knit cap is laying the grass.,the boy is running and playing,2,"Laying grass could be part of a larger game or activity that involves running and playing.  
",One cannot be laying down and running simultaneously.
A young man clad in a jersey and shorts watches some Ultimate Frisbee players in action.,The young man is naked.,2,"The premise does not provide any information about the young man's clothing beyond a jersey and shorts.  
",One cannot be clad in something and be naked at the same time.
A man holds a sleeping baby with a yellow blanket.,a baby is sleeping in a man's arms,0,"The premise states that a man is holding a sleeping baby with a yellow blanket, which implies the baby is in the man's arms.  
",A man holds a baby in a yellow blanket implies he is holding it in is arms.
"People, some dressed in costumes, and dogs on a snowy mountain.",Some people and dogs are looking out over the mountain at a lake below.,1,"People and dogs on a snowy mountain might be looking out at a lake.  
","""People"" could mean a lot or some and if they are on a mountain, doesn't mean that they are looking over it at a lake."
Five women working on a craft together.,Women working separately on a craft.,2,"The premise describes a group effort, while the hypothesis focuses on individual work. 
",Women working together are not working separately.
A crowd of people has gathered next to a field of colorful wildflowers.,A crowd of people are watching flowers bloom,1,"People often gather to observe and appreciate the beauty of blooming flowers.  
",Not all flowers bloom.
"Older men are sitting in chairs, reading newspapers.",The men are running on a treadmill,2,"The premise describes a sedentary activity, while the hypothesis describes a physically active one.  
",Men are sitting vs. running.
"A person at a table, dressed in a black costume.",The person is dressed in black,0,"The premise states the person's attire, which directly corresponds to the hypothesis.  
",Person in a black costume is dressed in black.
A bride tossing her bouquet to a group of women.,women at a funeral,2,"Brides do not typically toss their bouquets at funerals.  
",A bride isn't at a funeral.
Four young children play basketball while an older gentleman watches from a distance.,four children are playing basketball,0,"The premise states that four children are engaged in the activity of playing basketball.  
",play basketball show that they are playing basketball
A gentleman is sitting at a table looking at a box from MakerBot Industries.,There is a box on the table.,0,"The premise states that a gentleman is looking at a box, which implies there is a box present.  
",THERE IS A BOX.
"Two women in black and white sit on a white, leather seat and talk over beer glasses.",The beer is Heineken,1,"There is no information provided in the premise about the brand of beer.  
",THE WOMEN MAY NOT BE DRINKING HEINEKEN.
"A girl wearing a black t-shirt is holding a large, silver ball and smiling while two other people stand in the background.",There are at least two people currently standing around a young female.,0,"The premise states that a young female is present, and the hypothesis states that there are at least two people standing around a young female. 
",A girl won a first prize in foot ball tournament so she got a silver ball and she took a photograph with other female.
