text_1,text_2,label,explanation,human_explanation
five girls dressed alike,There are five kids with the same clothes,0,"The premise describes five girls who are dressed alike, which implies that there are five children wearing the same clothes.","The five kids are all girls, and they are dressed alike meaning same clothes"
Four people in black shirts giving a presentation to a room full of people using a big projector image on the wall.,four individuals are presenting their business plan,1,"The four people in black shirts are likely presenting information, which could include their business plan, to the audience using the projector.",Using a projector does not imply presenting a business plan.
A Guy is swimming in the pool with his eye goggles on.,A guy is practicing swimming for the semi-finals.,1,"The guy swimming in the pool with his goggles on could be preparing for an upcoming competition, such as the semi-finals.",Swimming does not imply practicing for semi-finals.
People are looking at construction being done in a town street.,People watch as a new hotel is built.,1,The construction being observed in the town street could very well involve the building of a new hotel.,People are looking at construction being done in a town street does not indicate that he watch as a new hotel is built.
Two people are hang gliding.,The two people are hang gliding off of Mission Peak regional park.,1,"The premise states that two people are hang gliding, which could occur at various locations, including Mission Peak regional park.",The two people are hang gliding but they are not necessarily doing it off of Mission Peak regional park.
"Two people wait on a train, one in a yellow shirt and one that looks like a male in a green belly shirt.",Two people don't wait on a train,2,"The premise states that two people are waiting on a train, while the hypothesis claims that two people do not wait on a train, presenting a direct contradiction between the two statements.",If people wait on a train they don't not wait.
Four people walking through the snow together.,people were walking,0,"The premise describes a scenario where four individuals are engaged in the act of walking, which directly supports the assertion that people were walking.",Walking through the snow implies someone is walking.
young boy wearing a red USA shirt is using either a toy or science equipment.,A child is performing an experiment,1,The young boy's use of science equipment suggests that he is likely engaged in an experiment.,The child is not necessarily performing an experiment.
a black dog is standing on a step next to a river as it shakes itself dry.,A dog shakes off after being pushed into water.,1,"The black dog shaking itself dry suggests it may have been in the water, which aligns with the idea of a dog shaking off after being pushed into water.","A dog could jump or fall into water, not only from being pushed."
A man in blue shirt talking with his friends in a bar.,A man is having drinks in a bar.,1,The man in the blue shirt is likely enjoying drinks with his friends in the bar.,A man in a blue shirt talking with his friends is having drinks in a bar.
"A female speaker wearing a gray jacket, a dark scoop necked top with a dark knee length skirt is presenting to a group using a computer to present as well as a microphone at the podium.",The woman is standing in front of people.,0,"The female speaker is presenting to a group, indicating that she is indeed standing in front of people.",A female speaker is a woman. Someone who is presenting to a group is standing in front of people.
"A blond woman is singing into a microphone and giving the ""okay"" symbol with her left hand.",A young woman is singing.,1,"The premise describes a blond woman who is singing, which supports the idea that a young woman is engaged in singing.",Not all blond women who sing are young.
Two young men are posing for the camera.,two men posing for a photo to put on facebook,1,"The two young men in the premise are likely taking a photo that could be shared on social media, such as Facebook.",posing for a camera does not specifically mean the photo will be uploaded to Facebook
two beautiful women stand next to a fountain which is giving off a light mist.,An old woman feed the pigeons in town.,2,"The scene described in the premise does not mention any old woman or the act of feeding pigeons, making it unrelated to the hypothesis.",There cannot be both a number of two women then later saying that there is one women.
Two young girls ride a camel near water.,The girls had fun.,1,Riding a camel near water is likely to be an enjoyable experience for the girls.,Just because two girls are riding a camel does not infer that they had fun.
A young man in a tan hat and a green shirt peers over a waist high wall separating the kitchen and living area of a home.,He is standing inside the house.,0,"Since the young man is peering over a wall that separates the kitchen and living area, it suggests that he is within the confines of the home.","He peers over the wall that is waist high, so he must be standing."
Several bicyclists are riding though a wooded area.,Bicyclists riding their bikes in a race.,1,"The premise describes bicyclists riding in a wooded area, which could imply they are participating in an event, such as a race, although it does not specify the nature of their activity.",Bicyclists can ride without being in a race.
Small blond boy throwing a fit.,Small blond boy throwing a fit because he didn't get the toy.,1,The small blond boy is likely upset because he wanted a toy and is expressing his disappointment through a fit.,It cannot be inferred that the blond boy was throwing a fit because he didn't get the toy.
Two men are standing on a street and one of them is about to throw a dart.,Two men are in a bar.,2,"The premise describes two men in a specific outdoor setting, while the hypothesis places them in a completely different indoor environment, indicating a lack of compatibility between the two scenarios.",Men cannot be on a street and in a bar simultaneously.
Two children in their pajamas one has a mask and hairnet like a surgical nurse and is standing over the older child who is laying down on the wood floor.,the children are wearing business suits,2,"The description of the children in pajamas and one wearing a mask and hairnet suggests a playful or imaginative scenario, which is inconsistent with the formal attire of business suits.",The children wear either pajamas or business suits.
Two girls in white dresses holding hands and leaning on each another while standing on the shoreline of a calm sea.,The girls are standing next to the river.,2,"The premise describes two girls on the shoreline of a calm sea, while the hypothesis states they are next to a river, which are two different bodies of water.",One cannot be standing next to the river and the sea at the same time.
A young girl dressed in white with a pink scarf smiles as she poses next to a fire in a chimney.,A kid poses near a chimney on Christmas.,1,"The young girl in the premise, dressed in white and smiling next to a fire in a chimney, suggests a festive atmosphere that aligns with the imagery of a kid posing near a chimney during Christmas.",There is no mention of Christmas when the young girl posed in the first sentence.
"While seated outdoors, a man wearing a harlequin shirt and jeans puts white makeup around his eyes.",The man is sitting in his living room.,2,"The premise states that the man is seated outdoors, which directly contradicts the idea that he is sitting in his living room.",A living room is not outdoors.
A blond woman at the beach jumping around as she is enjoying her youth and freedom.,There is a blond woman at the beach,0,"The premise describes a blond woman at the beach, which directly supports the claim made in the hypothesis.",The beach is where the woman is at.
A woman playing the violin with posters in the background.,A woman is playing music.,0,The act of playing the violin by the woman suggests that she is indeed producing music.,A violin makes music.
Two children walk along a path holding purple flowers.,A boy and a girl are gathering flowers.,1,The children holding purple flowers could be interpreted as gathering flowers together.,Two children walk along a path holding purple flowers does not mean that two children are boy and a girl
Students are sitting in a classroom listening to six people who are teaching.,The students combined their powers pushing the moon away from the Earth by 6 inches.,2,"The premise describes students in a classroom, while the hypothesis presents an unrelated scenario involving students exerting physical force on the moon, indicating a lack of logical connection between the two statements.","If one is listening, they are not pushing"
Man with a guitar drinking a canned drink.,man drinks beer,1,"The man is holding a canned drink, which could potentially be beer.",Not all canned drinks are beer.
Two women sitting on a bench eating vanilla ice cream.,Two men are eating peanuts.,2,"The premise describes two women enjoying ice cream, while the hypothesis mentions two men eating peanuts, indicating a clear difference in both the subjects and the activities.",There can only be two women or two men.
An aspirin added to the water would preserve the flowers.,The flowers are in water.,0,"For the aspirin to preserve the flowers, they must be placed in water.",aspirin added to water refers that flowers are in water
A woman giving lecture using promethean board.,There are people eating worms.,2,"The premise describes a woman giving a lecture, which does not provide any information about people eating worms, suggesting that the two scenarios are unrelated.",Eating worms is different that giving a lecture
People walking through the underpass of a bridge.,Monkeys stare through the bars at the zoo.,2,"Both scenarios involve groups of beings observing or interacting with their surroundings, but they occur in entirely different contexts and settings.",People are not monkeys.
A group of people sit in the snow overlooking a mountain scene.,People are doing cartwheels in the dry summer field.,2,"The scene described in the premise takes place in a snowy environment, while the hypothesis depicts people engaging in an activity in a dry summer field, indicating a significant difference in both weather and activity context.",People can not sit while simultaneously be doing cartwheels.  A dry summer field can not be covered in snow.
"A young lady, wearing a dark colored leotard, is doing a flip on a balance beam.",A young lady is walking across the floor mat.,2,"The young lady performing a flip on the balance beam is not walking across the floor mat, as her action requires her to be on the beam itself.",The young lady cannot be simultaneously walking across the floor mat and doing a flip on a balance beam.
Woman sitting in the shade with a fabric fan.,There is a woman sitting down,0,"The premise describes a woman who is sitting, which directly supports the assertion that there is a woman sitting down.",Sitting refers to sitting down.
A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.,A group of people wait in line at an amusement park.,2,"The premise describes a scene with specific individuals and actions, while the hypothesis introduces a different scenario involving a group of people in a different setting, indicating no direct relationship between the two.","There are either two women or a group of people, a group of people implies more than two."
Kids running in the field.,Kids play soccer in a field.,1,The kids running in the field could be playing soccer as part of their activity.,Just because the kids are running does not mean they are playing soccer.
A woman in a green shirt is opening a box.,the woman is asleep,2,"If the woman is actively opening a box, it is unlikely that she is asleep.",The woman cannot be opening a box while asleep.
Blond man wearing a red shirt with a camera in his hands.,A man is getting ready to take a picture of his famiy.,1,"The blond man with a camera in his hands suggests he is preparing to capture a moment, likely involving his family.",Not all men have a famiy.
An elderly man sits in a chair in an alleyway.,The man is sitting down.,0,"Since the premise states that the elderly man is sitting in a chair, it follows that he is indeed sitting down.",sits implies   sitting
A woman in a white shirt prepares a large meal of hamburgers.,A woman cooks.,0,The act of preparing a large meal of hamburgers clearly indicates that the woman is engaged in cooking.,One cooks when one prepares a meal.
This has to be one of the best restaurant's on the east side!,The restaurant is on the east side.,0,"Since the premise states that the restaurant is one of the best on the east side, it implies that the restaurant is indeed located on the east side.",If a restaurant's on the east side it is a restaurant on the east side.
People waiting in line for their favorite beverage.,People are waiting for hot food.,2,"While people are waiting in line for beverages, it is possible that some may also be anticipating hot food options available at the same location.",one group is waiting in line for their favorite beverage while the other group is in line for hot food
Two men are sitting on a pile of fishing nets on a dock next to an elaborately designed fishing vessel.,The men do not have any nets.,2,"Since the premise states that the men are sitting on a pile of fishing nets, it implies that they are in close proximity to the nets, contradicting the idea that they do not have any nets.",The men either have nets or do not.
A man is sweating on stage while holding a beer.,A man on stage has a beer in one hand and a guitar in the other.,1,"The premise describes a man on stage holding a beer, which allows for the possibility that he could also be holding a guitar in his other hand.",Just because A man is sweating on stage while holding a beer does not indicate that he has a beer in one hand and a guitar in the other.
two people on the top of a cliff,humans atop the cliff,0,"The premise describes two individuals positioned on a cliff, which aligns with the hypothesis stating that there are humans at the top of the cliff.","People are humans, and ""atop"" means on the top of."
A lady holding a purse stands in an airport while a security guard watches behind her.,The lady was at home sleeping.,2,"The premise describes the lady actively being in an airport, which contradicts the idea of her being at home sleeping.","If a woman is at home sleeping, then she cannot be at the airport."
An Asian young woman is working with flower while surrounding by her peers.,The woman is working at home.,2,"The premise indicates that the woman is surrounded by her peers, which suggests she is likely in a public or shared space rather than at home.",surrounding peers is not the same as home
A boy jumps off a tan rock.,A boy is trying to get home.,1,The boy's action of jumping off the rock could suggest he is in a hurry or seeking a way to return home.,A boy is jumping on the  road
a rock climber climbs a large rock.,The person is climbing a rock.,0,"Since a rock climber is defined as a person who climbs rocks, the premise directly supports the idea that the person is climbing a rock.",a person is considered to be a rock climber.
A construction worker is driving heavy equipment at a work site.,The worker drove heavy equipment.,0,"Since the premise states that a construction worker is driving heavy equipment, it logically follows that the worker drove heavy equipment.","A construction worker is a type of worker, and one must be driving in order to have drove."
A toddler is sitting while holding some corn in his hands.,A toddler is swimming,2,A toddler sitting and holding corn cannot be simultaneously swimming.,Sitting and swimming are two different actions
The man and woman are drinking out of canning jars.,Man and woman drinking,0,"The premise describes a man and woman engaged in the activity of drinking, which aligns with the hypothesis that they are drinking.","""The man and woman"" refers to a specific couple."
A woman is drawing a caricature of a young boy.,The woman is looking at a boy.,1,"Since the woman is drawing a caricature of the young boy, it follows that she must be looking at him to capture his likeness.",Just because a woman is drawing a caricature of a of a boy does not mean she is looking at a boy.
Two women and one young girl are together in a crowded area.,Three females near each other.,0,"The premise describes two women and one young girl, which collectively indicates that there are three females in close proximity.",Three females together in a crowded area
A man is standing beside a ladder facing it with tree debris all around him.,the man is wearing a dress.,2,"The premise describes a man standing beside a ladder, but it does not provide any information about his clothing, making it impossible to determine if he is wearing a dress.",A man would not be wearing a dress standing beside a ladder as a dress is clothes that women wear.
A football player in a white jersey has his hand on a football player in a green jersey who is in the air.,Two football players in action.,0,"The premise describes a dynamic interaction between two football players, indicating that they are both actively engaged in a play.","Two football players were mentioned, so there can be assumed to be two football players."
A young woman working in a factory.,Nobody is working,2,"The presence of a young woman working in a factory indicates that at least one person is engaged in work, contradicting the idea that nobody is working.","If there is a woman, it is impossible for there to be nobody."
Boy falling off of a sheep while a man in a cowboy hat and sunglasses rushes over to help him.,A boy falls as his father helps him,1,"The boy is falling, and a man, who could be interpreted as a father figure, is rushing to assist him.",The man is not necessarily his father.
Two ladies moving about in an large theater or sports arena.,Two girls are trying to get upfront at a concert.,1,The two ladies in the large theater or sports arena could be attempting to move closer to the stage at a concert.,when two girls are at concert they are not necessarily needed to be in a theater
A cowboy is in an arena with horses and a cow.,The animals are aggressive,1,The presence of a cowboy in an arena with horses and a cow suggests a scenario where the animals could potentially display aggressive behavior.,The animals are not necessarily aggressive.
Two dogs are on a white carpet with one of the dogs showing its fangs.,Some animals on a carpet,0,The presence of two dogs on a carpet implies that there are animals on the carpet.,animals on a carpet  shows that dogs are on a white carpet
"Cute girl at a children's beauty shop sitting on a toy car having her hair blow-dried, while stylist is smiling and gentleman's arm is touching the car.",The girl does the stylist's hair,2,"The premise describes a scenario where the girl is having her hair styled, which implies that she is not in a position to be styling the stylist's hair.",The girl can't have her hair blow dried while doing the stylist's hair.
A man in a gray shirt is holding a deck of cards.,The man is wearing gray.,0,"Since the man is described as wearing a gray shirt, it follows that he is indeed wearing gray.",A man said to be in a gray shirt can be said to be wearing the color gray.
The rusty lock is attached to a chain.,The rusty lock was cut and hanging from teh chain,1,"The rusty lock, while still attached to the chain, could have been cut and left hanging.","Just because a rusty lock is attached to a chain, it doesn't reveal any reason to infer that the lock was cut and is hanging."
Four people walk down a city sidewalk- three facing the camera one away.,People are on the sidewalk.,0,The presence of four people walking on the city sidewalk indicates that there are indeed people on the sidewalk.,people walk down a city sidewalk implies that they are on sidewalk.
"A man jogs down a city street, with a line attached to his back that vanishes out of the left side of the picture; a smiling cyclist rides past.",A man is jogging on sidewalk with a fishing line attached to his back; a cyclist rides past while laughing at him.,2,"The premise describes a man jogging with a line attached to his back, while the hypothesis suggests that this line is a fishing line and that the cyclist is laughing, indicating a humorous interaction.",A CITY STREET IS NOT A SIDEWALK.
A lady sitting in a log cabin by herself.,A woman sits alone.,0,"The premise describes a lady in a log cabin by herself, which aligns with the idea of a woman sitting alone.",A woman by herself is alone.
A man writes a note while sitting next to a crate and a bike.,The man on a treadmill at the gym.,2,"The premise describes a man engaged in a stationary activity, while the hypothesis depicts a man involved in a different physical activity, suggesting they are in distinct contexts.",One cannot be sitting and on a treadmill at the same time.
A young man who is running as part of a competition team.,A young man is moving fast.,0,"Since the young man is running as part of a competition team, it can be inferred that he is likely moving quickly to keep up with the competitive nature of the event.",a man who is running is obviously moving fast
Costumed kids on a jungle gym.,Kids are at an outdoor haloween party.,1,"The presence of costumed kids playing on a jungle gym suggests they are likely participating in a festive outdoor event, such as a Halloween party.",We don't know that the kids are at a haloween party.
The girl eating spaghetti is wearing a red jacket.,The girl in red is having dinner,0,"The girl in the red jacket, who is eating spaghetti, is likely having dinner.",Spaghetti is for dinner.
two young females on an amusement ride.,the females on amusement ride,0,"The premise describes two young females who are specifically identified as being on an amusement ride, which directly supports the assertion made in the hypothesis about females on an amusement ride.",Young females are females of younger ages.
A girl with dreadlocks tries to hit a ball on a waterlogged put-put course.,A girl is playing alone.,1,"The premise describes a girl engaging in an activity on a putt-putt course, which suggests she is playing by herself.",Playing put-put doesn't imply she's alone.
3 men in t-shirt and shorts sitting on the grass eating food.,The 3 men are outside in their t-shirts.,0,"The premise describes three men wearing t-shirts and shorts while sitting on the grass, indicating that they are indeed outside.","If someone is sitting on grass, they are probably outside."
"three dogs are running through the snow, one of them throwing up so much snow that he can hardly be seen.",There are dogs outside.,0,The presence of three dogs running through the snow indicates that there are indeed dogs outside.,dogs are running through the snow means they are outside
A bike rider in the air above a ramp.,A bike rider standing at the opening gate.,2,A bike rider in the air above a ramp is not in the same position as a bike rider standing at the opening gate.,A bike rider is either in the air above a ramp or standing at the gate.
"Three people, smiling while playing cards.",Three people are grinning.,0,"Since smiling is a form of grinning, the three people who are smiling while playing cards can be described as grinning.",Smiling is the same action as grinning.
A group of children in red t-shirts with white hearts printed on them sit beside a large bus parked in front of a Toys R Us store.,A group of boys and girls sit next to a school bus.,1,"The premise describes a group of children sitting beside a large bus, which aligns with the hypothesis stating that a group of boys and girls sit next to a school bus.",Not a group of children are a group of boys and girls.
Motorcyclist on motorcycle racing around track.,A motorcyclist racing around a track.,0,"The premise describes a motorcyclist on a motorcycle racing around a track, which directly supports the idea that a motorcyclist is racing around a track.",There is a motorcyclist racing around
A man wearing a mask is cutting a hole in a roof and there is an orange crane next to him.,A man is working for a construction company.,1,"The presence of a man cutting a hole in a roof alongside an orange crane suggests he is engaged in construction work, indicating he is likely employed by a construction company.",A man can cut a whole in the roof an not work for a construction company.
A football player charges down the field after a member of the opposite team.,Some people playing basketball.,2,The activities of football and basketball both involve teams competing against each other in a sport.,football and basketball are different sports
"A woman in a black top stands with another man, displaying a group of patterned dresses on hangars.",Two people view dresses hanging from multiple hangars.,0,"The premise describes a woman and a man standing together with dresses on hangars, which aligns with the hypothesis of two people viewing dresses hanging from multiple hangars.","Man and woman are two people, both of which are near dresses."
A man is hammering an anvil.,An office worker seen at work.,2,"The activities of hammering an anvil and working in an office are fundamentally different, suggesting that the man cannot be the office worker described.","An anvil is not a normal piece of office equipment, so anyone hammering on one is not a normal office worker."
An elderly man stands on a ladder tending the leaves of a tree.,An elderly man tends to a tree.,0,"The elderly man is engaged in the activity of caring for the tree, which aligns with the broader statement of tending to it.","""An elderly man tends to a tree"" is a less descriptive version of saying he is on a ladder tending the leaves of the tree."
A bike riding couple dressed in bike gear and helmets take a minute to site on a bench to talk and park their bikes.,A couple is watching tv,2,"The couple is engaged in an outdoor activity, which is inconsistent with the idea of watching TV indoors.",The couple can either be watching tv or be on a bench where they can't watch tv.
A man and woman are sitting at a table with a Jenga game in front of them and a few beer bottles.,A man and woman are swimming.,2,The scenario of a man and woman sitting at a table with a Jenga game and beer bottles does not support the idea that they are swimming.,"The man and a woman cannot be swimming, and at the same time be sitting at a table with a Jenga game."
A baby eats and has food on his face.,Baby fell asleep while eating food,1,"The presence of food on the baby's face suggests that he was eating, which could imply he may have fallen asleep during the process.",Eats does not imply the baby fell asleep.
The man writes something on the chalkboard to teach the girl who is standing next to him.,The man is teaching the pupil by writing.,1,"The man is using the chalkboard to convey information to the girl, indicating that he is engaged in a teaching activity.",You can not infer he is teaching.
Group of children playing soccer with body of water in the background.,It's a sunny day.,1,"The presence of children playing soccer often suggests favorable weather conditions, such as sunshine, which is conducive to outdoor activities.",Not all days are a sunny day.
People are gathering under colored lights in a large tent.,People are meeting in a tent.,1,The gathering of people under colored lights in a large tent indicates that they are indeed meeting in that tent.,Gathering at a location does not mean the same as meeting.
A man with a black hat is walking with a riffle.,The hat is blue,2,"The premise states that the man is wearing a black hat, which directly contradicts the claim that the hat is blue.",Black and blue are different.
A boy is standing next to a car in front of a clothesline.,The kid is in a movie theater.,2,"The premise describes a boy next to a car and a clothesline, which is inconsistent with the setting of a movie theater.",boy and kid have different ages
People are sitting outside of a building.,People on the outside of a building.,0,"The premise describes people sitting outside, which aligns with the idea of people being on the outside of a building.","if people are sitting outside of a building, they must be outside of a building."
A man in a brown button up shirt is heating a material in a work station.,There is a man quitting his job,2,"The premise describes a man engaged in a work-related task, while the hypothesis suggests a scenario unrelated to his current activity, indicating a disconnect between the two statements.","One sentence explains that a man is working at a work station. While the other sentence explains that he is quitting his current job,"
A man wearing a blue suit is standing on a roof with a mop and bucket.,The man is wearing blue.,0,"Since the premise states that the man is wearing a blue suit, it follows that he is indeed wearing blue.",A man wearing blue is definitely same as a man wearing blue.
Friends talking outside of a local bar.,People talking to each other.,1,The friends gathered outside the bar are engaging in conversation with one another.,People can talk around each other without speaking to each other.
A bird eating.,The bird was flying.,2,"A bird that is eating is likely to be on the ground or perched, which contradicts the idea of it flying.",The bird cannot simultaneously be eating and flying
A dog runs in a field.,The dog is sleeping.,2,A dog that is actively running in a field cannot simultaneously be sleeping.,the dog cannot run while sleeping.
Four guys playing soccer on the pavement.,four guys at soccer practice,1,The four guys playing soccer on the pavement could be considered as engaging in a practice session for the sport.,Playing does not imply it being at soccer practice.
A young women with long blond-hair is planting in a garden.,A short haired woman picking berries.,2,"The premise describes a woman engaged in gardening, while the hypothesis depicts a woman involved in a different activity, which is berry picking, suggesting they are not the same scenario.",A woman can't have long and short hair. Planting and picking are different acts.
A man in a hat is steering a boat while a passenger reads the paper.,A passenger assists a man in steering a boat.,2,"The premise states that a man is steering the boat while a passenger is reading, which does not indicate any assistance from the passenger in steering the boat.",A passenger can not assists a man while he reads the paper.
A baseball player is on the field in fronmt of an audience.,Fans crowd around the player to get his autograph.,2,"The presence of an audience suggests that there are fans who may be interested in interacting with the player, potentially leading them to seek autographs.",Fans can not crowd around a player when he is on the field.
A group of male and female cheerleaders in black and yellow uniforms have thrown a female cheerleader in the air and are waiting to catch her.,A girl is in the air over some cheerleaders.,0,"The premise describes a female cheerleader being thrown into the air by a group of cheerleaders, which directly supports the idea that a girl is in the air over some cheerleaders.",Female is a girl.
A man is playing shot put with a skirt.,A woman throws a discus.,2,"The premise describes a man engaging in a sport while wearing a skirt, which does not imply anything about a woman participating in a different sport, such as throwing a discus.",It can't be both a man and a shot put and a woman with a discus at once.
A man watching as one woman in a brown coat is talking to another woman in a gray coat.,Two women sunbathe on the beach,2,"The premise describes a conversation between two women, while the hypothesis depicts a scenario of two women sunbathing, which are unrelated activities occurring in different contexts.",Two woman cannot be in coats and sunbathe on the beach.
"A crane, with the letters ""LIEBHERR"" on it, seems to be demolishing a dark gray building with graffiti on it.",The crane is idle with noone controlling it.,2,"The premise describes a crane actively demolishing a building, which contradicts the idea of it being idle and unoperated.",A crane demolishing is not idle.
Three construction workers working on the street.,Three men are building a scaffolding on the street.,1,The three construction workers mentioned in the premise could be involved in the task of building scaffolding on the street.,Not  all construction workers working on the street are building a scaffolding.
A cyclist in a blue jersey is being cheered by a crowd laced with French flags as he pedals away from other riders.,A cyclist pedaling away from the crowd during the tour de france.,1,"The cyclist in the blue jersey, cheered on by a crowd with French flags, is likely participating in a significant cycling event like the Tour de France as he pedals away from other riders.","A cyclist surrounded by French flags does not directly imply the tour de france, he could be racing in any other race."
A group of people are walking down the sidewalk of a big city.,A lot of people are in the city.,0,The presence of a group of people walking down the sidewalk suggests that there are many individuals in the city.,group of people walking implies that a lot of people are in the city.
A woman is playing tennis.,I women is winning a game.,1,"The woman playing tennis could potentially be winning a game, but the premise does not provide enough information to confirm this.",Not all women playing tennis are winning.
"Two men operate a cement truck in the daytime, wearing white t-shirts and blue jeans, and one of them talking on a mobile phone.",Two men are working outdoors during the daytime.,0,"The premise describes two men operating a cement truck during the daytime, which indicates they are working outdoors.",Operate is a type of working and a cement truck is found outdoors.
Several people are waiting for something to arrive.,A woman by herself,2,"The premise describes a group of people, while the hypothesis specifies a single woman, indicating a discrepancy in the number of individuals involved.",There can either be several people or a single woman.
Small brown dog jumping out of the water.,A brown puppy wants out of the water.,1,The small brown dog in the premise could be interpreted as a puppy that is seeking to exit the water.,The dog might not be a puppy.
A guy wearing protective gear is welding a steel beam.,The guy is woodworking.,2,"Welding involves working with metal, while woodworking specifically pertains to working with wood, indicating that the activities are fundamentally different.",Woodworking and welding are two very different skills.
A large group of people waiting at a train station.,People are waiting at an airport.,2,"While both scenarios involve people waiting, the premise specifically mentions a train station, which is different from an airport.",Train station is not an airport
A dog is playing catch on the grassy plain,A dog is playing by himself indoors.,2,"The premise describes a dog playing catch outdoors, while the hypothesis states the dog is playing by itself indoors, which are two conflicting scenarios.",the dog cannot be playing on the grassy plain and indoors simultaneously
two men playing soccer on a wet field,Two men are playing soccer inside the house.,2,"Playing soccer on a wet field implies that the men are outdoors, making it impossible for them to be playing inside the house.",The two men cannot be palying soccer on a wet field and inside the house.
A family walking down the street with luggage.,A family is going on vacation.,1,"The presence of luggage suggests that the family is likely traveling, which often indicates they are going on vacation.",not every family has luggage.
Two people kneel on the snow and raise their arms with mountains behind them.,Two people in the snow.,0,"The premise describes two people in a snowy environment, which supports the assertion made in the hypothesis.",If they are kneeling on the snow suggests they are in the snow
Toddler standing near a pole with an orange life jacket at his feet.,A grown man wades into some water.,2,"The presence of a toddler with a life jacket suggests a context related to water safety, which could imply that adults, such as a grown man, might be engaging in activities like wading into water nearby.",A toddler is not a man.
A woman is singing into a microphone while sitting and playing an instrument.,A woman is singing a song,0,"Since the woman is singing, it follows that she is performing a song.","A woman is singing into a microphone, and, by definition, one can only be singing a song."
"A cook prepares food at the counter in a store called ""Frank's Burgers"".",The cook is preparing food for customers.,1,"Since the cook is preparing food at a store, it can be inferred that the food is being prepared for customers who will purchase it.",A cook is not necessarily preparing food for customers.
"Person in a black hat, jacket, pants and shoes sitting on concrete curb against a brick background.",A man is sitting on the curb.,0,The description of a person sitting on a curb implies that a man is present in that location.,A person sitting is a man sitting on the curb.
The lake looks very shallow.,The water is very shallow.,0,"If the lake appears very shallow, it suggests that the water within it is also likely to be shallow.",Lake implies water.
Muslim walking in procession.,Muslim running down the sidewalk pell mell,2,"A Muslim walking in procession is engaged in a calm and organized movement, which contrasts with the chaotic and hurried action of running down the sidewalk pell mell.",Walking and running are two different movement paces.  A procession is not pell mell.
"Young man with a black shirt on, riding a blue bike with a baby sitting in front of him.",Nobody is riding,2,"The premise clearly describes a young man actively riding a bike, which directly contradicts the claim that nobody is riding.",One cannot be riding and not be riding simultaneously.
A man wearing a reflective vest and a hard hat holds a flag in the road,A cat chases a mouse.,2,The activities of a man in a reflective vest and hard hat holding a flag in the road have no relevance or connection to a cat chasing a mouse.,It's either a man or a cat.
